,Unnamed: 0,lat,lon,timestamp,amenity,name,brand:wikidata,cuisine,brand,chain_name,city,cluster
362,362,49.1309522,-122.3193021,2020-05-07T09:06:20.000-07:00,fast_food,Taco Del Mar,Q7673972,mexican,Taco Del Mar,Taco Del Mar,,49
363,363,49.0385355,-122.270425,2019-09-27T12:25:21.000-07:00,fast_food,KFC,Q524757,chicken,KFC,KFC,Abbotsford,50
364,364,49.268201,-123.1486188,2019-08-29T18:31:06.000-07:00,restaurant,Freshii,Q5503051,salad,Freshii,Freshii,Vancouver,0
365,365,49.0366022,-122.2921766,2019-06-17T23:11:39.000-07:00,fast_food,McDonald's,Q38076,burger,McDonald's,McDonald's,Abbotsford,22
366,366,49.1918172,-123.168934,2019-05-29T17:30:26.000-07:00,cafe,Tim Hortons,Q175106,coffee_shop,Tim Hortons,Tim Hortons,Richmond,1
367,367,49.0338931,-122.2943913,2019-06-17T23:11:39.000-07:00,fast_food,Wendy's Drive-Thru,Q550258,burger,Wendy's,Wendy's Drive-Thru,Abbotsford,22
368,368,49.0899262,-123.0447984,2019-09-11T21:25:18.000-07:00,cafe,Tim Hortons,Q175106,coffee_shop,Tim Hortons,Tim Hortons,Delta,-1
369,369,49.1888177,-122.802152,2019-10-29T18:02:14.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Surrey,30
370,370,49.1893656,-122.8022609,2019-08-23T11:23:31.000-07:00,fast_food,KFC,Q524757,chicken,KFC,KFC,Surrey,30
371,371,49.1888105,-122.8042707,2019-08-23T11:23:31.000-07:00,fast_food,Carl's Jr.,Q1043486,burger,Carl's Jr.,Carl's Jr.,Surrey,30
372,372,49.1889257,-122.8021446,2019-08-23T11:23:31.000-07:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,Surrey,30
373,373,49.1887678,-122.8025894,2019-08-23T11:23:31.000-07:00,cafe,Tim Hortons,Q175106,coffee_shop,Tim Hortons,Tim Hortons,Surrey,30
374,374,49.189306,-122.8026622,2019-10-29T18:02:14.000-07:00,restaurant,Freshii,Q5503051,salad,Freshii,Freshii,Surrey,30
375,375,49.1889433,-122.8026274,2019-08-23T11:23:31.000-07:00,fast_food,New York Fries,Q7013558,fries,New York Fries,New York Fries,Surrey,30
376,376,49.0892837,-123.0800697,2019-07-06T07:48:56.000-07:00,fast_food,Quiznos,Q1936229,sandwich,Quiznos,Quiznos,Delta,25
377,377,49.0896812,-123.0804882,2019-07-06T07:48:56.000-07:00,fast_food,Booster Juice,Q4943796,juice,Booster Juice,Booster Juice,Delta,25
378,378,49.2811705,-123.1204114,2019-09-13T13:56:49.000-07:00,fast_food,Burger King,Q177054,burger,Burger King,Burger King,Vancouver,0
379,379,49.274665,-123.122111,2019-11-24T03:22:59.000-08:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Vancouver,0
380,380,49.2332549,-123.0347948,2019-05-27T03:58:24.000-07:00,fast_food,Papa John's,Q2759586,pizza,Papa John's,Papa John's,Vancouver,9
381,381,49.0585166,-122.3794952,2019-05-27T07:56:16.000-07:00,fast_food,Booster Juice,Q4943796,juice,Booster Juice,Booster Juice,Abbotsford,34
382,382,49.0587485,-122.3800043,2019-09-02T22:08:25.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Abbotsford,34
383,383,49.0586766,-122.3804894,2019-09-02T22:08:25.000-07:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,Abbotsford,34
384,384,49.2847649,-123.1210612,2020-03-11T04:43:09.000-07:00,fast_food,McDonald's,Q38076,burger,McDonald's,McDonald's,Vancouver,0
385,385,49.2848332,-123.1209459,2020-03-11T04:43:09.000-07:00,cafe,Tim Hortons,Q175106,coffee_shop,Tim Hortons,Tim Hortons,Vancouver,0
386,386,49.2617463,-123.0696025,2019-08-02T02:24:13.000-07:00,fast_food,McDonald's,Q38076,burger,McDonald's,McDonald's,Vancouver,38
387,387,49.2616597,-123.0696079,2019-08-02T02:24:13.000-07:00,fast_food,Quiznos,Q1936229,sandwich,Quiznos,Quiznos,Vancouver,38
388,388,49.2620273,-123.0700397,2019-08-02T02:24:13.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Vancouver,38
389,389,49.2688079,-123.069416,2019-12-17T20:10:31.000-08:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Vancouver,38
390,390,49.2875394,-123.1200147,2019-07-14T20:19:12.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Vancouver,0
391,391,49.335939,-123.0390148,2019-07-07T22:34:44.000-07:00,fast_food,Papa John's,Q2759586,pizza,Papa John's,Papa John's,,42
392,392,49.0562149,-122.380711,2020-01-19T23:57:49.000-08:00,restaurant,Denny's,Q1189695,american,Denny's,Denny's,Abbotsford,34
393,393,49.2271464,-122.8418011,2019-11-20T11:48:37.000-08:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,Coquitlam,2
394,394,49.2011009,-122.9128362,2019-06-09T12:57:46.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,New Westminster,51
395,395,49.2696735,-123.1459612,2019-08-29T18:25:42.000-07:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,Vancouver,0
396,396,49.2619003,-123.1383698,2019-08-29T18:25:42.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Vancouver,0
397,397,49.2878625,-123.1239772,2019-08-29T17:59:17.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Vancouver,0
398,398,49.2469482,-122.749874,2020-02-22T02:15:31.000-08:00,cafe,Tim Hortons,Q175106,coffee_shop,Tim Hortons,Tim Hortons,Port Coquitlam,13
399,399,49.132705,-122.3390044,2019-09-22T22:48:18.000-07:00,restaurant,Pizza Hut,Q191615,pizza,Pizza Hut,Pizza Hut,,-1
400,400,49.1326073,-122.3396821,2019-09-22T22:48:18.000-07:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,,-1
401,401,49.2837737,-122.8279837,2019-08-21T22:42:39.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Port Moody,21
402,402,49.2824302,-122.8003918,2020-01-17T07:59:42.000-08:00,fast_food,Church's Chicken,Q1089932,chicken,Church's Chicken,Church's Chicken,Coquitlam,21
403,403,49.2251548,-123.1018741,2019-12-20T03:56:16.000-08:00,restaurant,Freshii,Q5503051,salad,Freshii,Freshii,Vancouver,20
404,404,49.263801,-123.1145916,2019-07-20T21:37:50.000-07:00,fast_food,Wendy's,Q550258,burger,Wendy's,Wendy's,Vancouver,0
405,405,49.2347245,-123.157554,2019-12-26T22:15:17.000-08:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Vancouver,5
406,406,49.1909939,-122.9498358,2019-09-23T20:20:53.000-07:00,fast_food,Quiznos,Q1936229,sandwich,Quiznos,Quiznos,New Westminster,28
407,407,49.2798348,-122.9661141,2020-01-19T22:34:37.000-08:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,Burnaby,-1
408,408,49.1557887,-122.9126704,2019-06-24T21:43:20.000-07:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,Delta,-1
409,409,49.2627882,-123.1012573,2020-06-15T16:20:22.000-07:00,cafe,Tim Hortons,Q175106,coffee_shop,Tim Hortons,Tim Hortons,Vancouver,0
410,410,49.226217,-123.065504,2019-11-07T20:49:05.000-08:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,Vancouver,20
411,411,49.2625141,-123.1527767,2019-08-29T18:50:05.000-07:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,Vancouver,0
412,412,49.3066775,-123.0365159,2019-09-24T20:02:40.000-07:00,fast_food,McDonald's,Q38076,burger,McDonald's,McDonald's,,52
413,413,49.1338651,-122.3248304,2020-01-12T16:05:05.000-08:00,fast_food,Panago,Q17111672,pizza,Panago,Panago,,49
414,414,49.2658614,-123.2427948,2019-05-29T17:24:51.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Electoral Area A,8
415,415,49.1757603,-123.1425081,2020-03-17T17:01:56.000-07:00,cafe,Tim Hortons,Q175106,coffee_shop,Tim Hortons,Tim Hortons,Richmond,26
416,416,49.3059042,-123.037141,2019-03-16T04:03:14.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,,52
417,417,49.2792632,-123.11611,2019-08-29T17:37:11.000-07:00,restaurant,Wasabi,Q23891278,japanese,Wasabi,Wasabi,Vancouver,0
418,418,49.2797512,-123.1235262,2020-04-04T20:48:20.000-07:00,restaurant,Johnny Rockets,Q1051593,burger,Johnny Rockets,Johnny Rockets,Vancouver,0
419,419,49.2560819,-123.1153942,2019-08-29T17:44:11.000-07:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,Vancouver,0
420,420,49.219026,-122.9666739,2019-07-02T01:21:58.000-07:00,cafe,Tim Hortons,Q175106,coffee_shop,Tim Hortons,Tim Hortons,Burnaby,18
421,421,49.0406965,-122.2203188,2019-06-17T23:13:28.000-07:00,cafe,Tim Hortons,Q175106,coffee_shop,Tim Hortons,Tim Hortons,Abbotsford,48
422,422,49.197483,-123.177973,2019-09-14T05:00:22.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Richmond,1
423,423,49.197546,-123.178164,2019-09-14T05:00:22.000-07:00,fast_food,Pizza Hut Express,Q191615,pizza,Pizza Hut,Pizza Hut Express,Richmond,1
424,424,49.197857,-123.178461,2019-09-14T05:00:22.000-07:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,Richmond,1
425,425,49.197921,-123.178503,2019-09-14T05:00:22.000-07:00,fast_food,A&W,Q2818848,burger,A&W,A&W,Richmond,1
426,426,49.1971835,-123.1754826,2019-09-14T05:00:22.000-07:00,cafe,Tim Hortons,Q175106,coffee_shop,Tim Hortons,Tim Hortons,Richmond,1
427,427,49.1977105,-123.1745352,2019-09-14T05:00:22.000-07:00,fast_food,Burger King,Q177054,burger,Burger King,Burger King,Richmond,1
428,428,49.2840399,-123.1235612,2019-07-14T20:19:12.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Vancouver,0
429,429,49.214159,-122.9890244,2019-07-02T01:10:30.000-07:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,Burnaby,-1
430,430,49.1891857,-122.8463132,2019-09-13T13:57:04.000-07:00,cafe,Chatime,Q16829306,bubble_tea,Chatime,Chatime,Surrey,29
431,431,49.1821446,-122.8439927,2019-09-13T13:57:04.000-07:00,cafe,Tim Hortons,Q175106,coffee_shop,Tim Hortons,Tim Hortons,Surrey,29
432,432,49.1830591,-122.8446583,2019-09-13T13:57:04.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Surrey,29
433,433,49.1625226,-122.8888312,2019-09-13T13:57:04.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Surrey,24
434,434,49.2599354,-123.114726,2019-09-17T05:46:57.000-07:00,cafe,Sharetea,Q64827032,bubble_tea,Sharetea,Sharetea,Vancouver,0
435,435,49.2658085,-123.1223088,2019-09-13T13:57:04.000-07:00,cafe,Tim Hortons,Q175106,coffee_shop,Tim Hortons,Tim Hortons,Vancouver,0
436,436,49.2631541,-123.1194644,2019-09-13T13:57:04.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Vancouver,0
437,437,49.2634282,-123.1170237,2019-09-13T13:57:04.000-07:00,restaurant,Freshii,Q5503051,salad,Freshii,Freshii,Vancouver,0
438,438,49.2544914,-123.1012783,2019-10-29T21:16:32.000-07:00,restaurant,Pizza Hut,Q191615,pizza,Pizza Hut,Pizza Hut,Vancouver,0
439,439,49.2541445,-123.1012783,2019-10-29T21:16:32.000-07:00,fast_food,Church's Chicken,Q1089932,chicken,Church's Chicken,Church's Chicken,Vancouver,0
440,440,49.2015761,-122.912837,2019-09-13T13:57:04.000-07:00,cafe,Tim Hortons,Q175106,coffee_shop,Tim Hortons,Tim Hortons,New Westminster,51
441,441,49.1182418,-122.8461917,2019-09-23T20:08:02.000-07:00,fast_food,McDonald's,Q38076,burger,McDonald's,McDonald's,Surrey,-1
442,442,49.160697,-122.667293,2019-08-24T15:24:21.000-07:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,,12
443,443,49.1624742,-122.6564355,2019-09-23T20:13:22.000-07:00,fast_food,A&W,Q2818848,burger,A&W,A&W,,12
444,444,49.2873965,-123.1143665,2019-12-24T20:04:16.000-08:00,fast_food,McDonald's,Q38076,burger,McDonald's,McDonald's,Vancouver,0
445,445,49.1950338,-123.1772197,2019-09-14T05:00:22.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Richmond,1
446,446,49.2844631,-123.1134341,2019-08-29T17:30:29.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Vancouver,0
447,447,49.2890568,-123.1146229,2019-08-29T17:32:53.000-07:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,Vancouver,0
448,448,49.2850471,-123.1120652,2019-08-29T17:30:29.000-07:00,cafe,Tim Hortons,Q175106,coffee_shop,Tim Hortons,Tim Hortons,Vancouver,0
449,449,49.287236,-123.141423,2019-08-29T18:01:23.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Vancouver,0
450,450,49.2792354,-123.1227256,2019-08-29T17:51:24.000-07:00,cafe,Tim Hortons,Q175106,coffee_shop,Tim Hortons,Tim Hortons,Vancouver,0
451,451,49.2579867,-123.0449264,2019-09-23T20:24:27.000-07:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,Vancouver,17
452,452,49.119491,-122.6652549,2019-06-07T13:28:04.000-07:00,fast_food,Pita Pit,Q7757289,pita,Pita Pit,Pita Pit,,15
453,453,49.2656908,-123.0038687,2020-02-21T01:53:10.000-08:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Burnaby,17
454,454,49.3264332,-123.1392875,2020-05-29T00:40:33.000-07:00,restaurant,White Spot,Q7995414,burger,White Spot,White Spot,West Vancouver,31
455,455,49.0762012,-122.6689193,2019-09-23T20:15:08.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,,-1
456,456,49.0758884,-122.6698849,2019-09-23T20:15:08.000-07:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,,-1
457,457,49.0764542,-122.6707002,2019-09-23T20:15:08.000-07:00,fast_food,McDonald's,Q38076,burger,McDonald's,McDonald's,,-1
458,458,49.0902235,-122.607215,2019-11-20T12:41:36.000-08:00,fast_food,Quiznos,Q1936229,sandwich,Quiznos,Quiznos,,36
459,459,49.103395,-122.4903841,2019-09-25T20:03:29.000-07:00,cafe,Tim Hortons,Q175106,coffee_shop,Tim Hortons,Tim Hortons,,-1
460,460,49.198074,-122.812044,2020-01-04T19:30:59.000-08:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,Surrey,-1
461,461,49.1928452,-122.8890116,2019-06-16T22:03:28.000-07:00,cafe,Tim Hortons,Q175106,coffee_shop,Tim Hortons,Tim Hortons,Surrey,-1
462,462,49.1776035,-122.6721562,2019-10-02T16:07:49.000-07:00,fast_food,Wendy's,Q550258,burger,Wendy's,Wendy's,,12
463,463,49.1776017,-122.6720141,2019-06-07T13:28:04.000-07:00,cafe,Tim Hortons,Q175106,coffee_shop,Tim Hortons,Tim Hortons,,12
464,464,49.2179441,-122.6483993,2019-11-11T00:58:02.000-08:00,restaurant,Pizza Hut,Q191615,pizza,Pizza Hut,Pizza Hut,Maple Ridge,53
465,465,49.2321736,-123.0312269,2019-05-27T03:58:24.000-07:00,cafe,Tim Hortons,Q175106,coffee_shop,Tim Hortons,Tim Hortons,Vancouver,9
466,466,49.2801317,-122.8281519,2019-08-12T00:12:25.000-07:00,ice_cream,Menchie's,Q6816528,frozen_yogurt,Menchie's,Menchie's,Port Moody,21
467,467,49.2812333,-123.1323093,2020-04-04T00:53:54.000-07:00,fast_food,KFC,Q524757,chicken,KFC,KFC,Vancouver,0
468,468,49.2846234,-123.125267,2019-11-23T23:10:21.000-08:00,restaurant,Red Robin,Q7304886,burger,Red Robin,Red Robin,Vancouver,0
469,469,49.281246,-123.046993,2019-10-31T23:04:22.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Vancouver,33
470,470,49.2727738,-123.1475974,2019-08-29T18:37:06.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Vancouver,0
471,471,49.2318607,-123.0293811,2019-05-27T03:58:23.000-07:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,Vancouver,9
472,472,49.1917274,-123.0808548,2019-05-28T17:03:52.000-07:00,restaurant,White Spot,Q7995414,burger,White Spot,White Spot,Richmond,-1
473,473,49.1921329,-123.0857202,2019-05-29T17:42:02.000-07:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,Richmond,-1
474,474,49.1917185,-123.1098172,2019-05-29T17:34:17.000-07:00,fast_food,Quiznos,Q1936229,sandwich,Quiznos,Quiznos,Richmond,-1
475,475,49.3256455,-123.1406036,2020-05-29T00:40:33.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,West Vancouver,31
476,476,49.1323977,-122.6679078,2020-02-11T02:31:22.000-08:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,,-1
477,477,49.2805438,-122.7929451,2020-01-17T07:58:29.000-08:00,fast_food,Quiznos,Q1936229,sandwich,Quiznos,Quiznos,Coquitlam,21
478,478,49.2815417,-123.1211798,2019-09-13T13:56:49.000-07:00,fast_food,Chipotle,Q465751,mexican,Chipotle,Chipotle,Vancouver,0
479,479,49.285126,-123.0640036,2019-11-01T22:18:58.000-07:00,fast_food,McDonald's,Q38076,burger,McDonald's,McDonald's,Vancouver,33
480,480,49.2817947,-123.1246565,2019-08-29T17:57:11.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Vancouver,0
481,481,49.2453491,-123.1247917,2019-09-02T22:08:26.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Vancouver,0
482,482,49.1206115,-122.8911666,2019-06-09T13:15:03.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Delta,-1
483,483,49.3743101,-123.2741597,2019-09-26T17:06:27.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,West Vancouver,-1
484,484,49.2183451,-123.0773794,2019-07-29T08:00:53.000-07:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,Vancouver,20
485,485,49.2816572,-123.1205978,2019-12-24T18:57:58.000-08:00,fast_food,Freshslice Pizza,Q5503082,pizza,Freshslice Pizza,Freshslice Pizza,Vancouver,0
486,486,49.2795971,-123.1174151,2019-08-29T17:37:11.000-07:00,fast_food,Orange Julius,Q3355059,juice,Orange Julius,Orange Julius,Vancouver,0
487,487,49.2796191,-123.117481,2019-05-27T20:35:20.000-07:00,fast_food,A&W,Q2818848,burger,A&W,A&W,Vancouver,0
488,488,49.155787,-122.9116059,2019-06-24T21:43:20.000-07:00,cafe,Tim Hortons,Q175106,coffee_shop,Tim Hortons,Tim Hortons,Delta,-1
489,489,49.2092621,-123.1166316,2019-05-29T17:42:02.000-07:00,cafe,Tim Hortons,Q175106,coffee_shop,Tim Hortons,Tim Hortons,Vancouver,10
490,490,49.1980528,-122.978715,2019-08-30T02:49:27.000-07:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,Burnaby,35
491,491,49.2778963,-122.7936486,2019-04-07T19:33:26.000-07:00,restaurant,The Keg,Q7744066,steak_house,The Keg,The Keg,Coquitlam,21
492,492,49.259913,-123.1013173,2019-10-29T23:13:39.000-07:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,Vancouver,0
493,493,49.2451512,-123.1015128,2019-09-24T20:00:54.000-07:00,fast_food,McDonald's,Q38076,burger,McDonald's,McDonald's,Vancouver,0
494,494,49.2787971,-123.1234582,2019-09-18T23:00:49.000-07:00,fast_food,A&W,Q2818848,burger,A&W,A&W,Vancouver,0
495,495,49.0589538,-122.4922744,2020-01-15T21:07:58.000-08:00,restaurant,Pizza Hut,Q191615,pizza,Pizza Hut,Pizza Hut,,47
496,496,49.0580042,-122.4919543,2019-09-25T14:48:42.000-07:00,restaurant,White Spot,Q7995414,burger,White Spot,White Spot,,47
497,497,49.2859592,-123.1152363,2019-07-14T20:19:12.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Vancouver,0
498,498,49.284191,-123.1159168,2019-07-14T20:19:12.000-07:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,Vancouver,0
499,499,49.1267991,-122.6235305,2020-01-18T05:18:56.000-08:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,,-1
500,500,49.2007348,-122.9812202,2020-01-09T06:08:58.000-08:00,fast_food,McDonald's,Q38076,burger,McDonald's,McDonald's,Burnaby,35
501,501,49.2129995,-122.9211009,2019-07-02T01:10:30.000-07:00,restaurant,White Spot,Q7995414,burger,White Spot,White Spot,New Westminster,3
502,502,49.2121193,-122.9234503,2019-07-10T04:41:29.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,New Westminster,3
503,503,49.1774901,-123.1292862,2019-07-16T20:42:42.000-07:00,restaurant,Phở Hòa,Q55629932,vietnamese;noodle,Phở Hòa,Phở Hòa,Richmond,26
504,504,49.3125664,-123.0822132,2019-09-13T13:57:03.000-07:00,restaurant,Boston Pizza,Q894578,pizza,Boston Pizza,Boston Pizza,North Vancouver,45
505,505,49.1027065,-122.6449963,2020-01-07T16:31:47.000-08:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,City of Langley,15
506,506,49.2809841,-123.0574196,2019-10-30T17:59:06.000-07:00,fast_food,Church's Chicken,Q1089932,chicken,Church's Chicken,Church's Chicken,Vancouver,33
507,507,49.1139708,-122.6702357,2020-01-17T08:20:56.000-08:00,fast_food,Panago,Q17111672,pizza,Panago,Panago,City of Langley,15
508,508,49.2740753,-123.1220882,2020-02-19T07:58:37.000-08:00,fast_food,Freshslice Pizza,Q5503082,pizza,Freshslice Pizza,Freshslice Pizza,Vancouver,0
509,509,49.1326485,-123.0915094,2020-01-12T02:50:27.000-08:00,restaurant,Freshii,Q5503051,salad,Freshii,Freshii,Richmond,4
510,510,49.1326408,-123.0911561,2020-04-10T04:03:25.000-07:00,fast_food,Freshslice Pizza,Q5503082,pizza,Freshslice Pizza,Freshslice Pizza,Richmond,4
511,511,49.2811916,-122.7958586,2020-01-14T02:17:11.000-08:00,fast_food,Papa John's,Q2759586,pizza,Papa John's,Papa John's,Coquitlam,21
512,512,49.2799449,-122.968225,2019-07-07T04:11:10.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Burnaby,-1
513,513,49.2800699,-122.9697686,2019-07-07T04:11:10.000-07:00,restaurant,White Spot,Q7995414,burger,White Spot,White Spot,Burnaby,-1
514,514,49.2801689,-122.9665687,2019-07-07T04:11:10.000-07:00,fast_food,Dairy Queen,Q1141226,ice_cream;burger,Dairy Queen,Dairy Queen,Burnaby,-1
515,515,49.2778413,-122.79513,2020-01-17T07:58:29.000-08:00,fast_food,Taco Bell,Q752941,tex-mex,Taco Bell,KFC-Taco Bell,Coquitlam,21
516,516,49.2186099,-122.9567528,2019-07-02T01:21:58.000-07:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,Burnaby,18
517,517,49.2108729,-123.130452,2019-05-29T17:48:57.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Vancouver,10
518,518,49.2269711,-123.1287459,2019-07-16T20:38:16.000-07:00,restaurant,Phở Hòa,Q55629932,vietnamese;noodle,Phở Hòa,Phở Hòa,Vancouver,43
519,519,49.2668547,-123.0092836,2020-03-03T02:18:15.000-08:00,fast_food,Church's Chicken,Q1089932,chicken,Church's Chicken,Church's Chicken,Burnaby,17
520,520,49.2776544,-123.125186,2020-03-14T21:12:37.000-07:00,fast_food,Domino's,Q839466,pizza,Domino's,Domino's,Vancouver,0
521,521,49.2257641,-122.9978351,2019-08-24T15:19:56.000-07:00,fast_food,Dairy Queen,Q1141226,ice_cream;burger,Dairy Queen,Dairy Queen,Burnaby,19
522,522,49.2635775,-122.8870037,2019-09-22T22:48:36.000-07:00,fast_food,KFC,Q524757,chicken,KFC,KFC,Coquitlam,11
523,523,49.190133,-122.8005562,2019-09-13T13:56:58.000-07:00,cafe,Tim Hortons,Q175106,coffee_shop,Tim Hortons,Tim Hortons,Surrey,30
524,524,49.2515794,-122.9675712,2020-01-03T06:29:07.000-08:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Burnaby,-1
525,525,49.2803076,-123.1179254,2020-06-11T20:34:04.000-07:00,restaurant,Jinya Ramen Bar,Q16997755,ramen,Jinya Ramen Bar,Jinya Ramen Bar,Vancouver,0
526,526,49.0459218,-122.7821538,2019-09-13T13:56:49.000-07:00,restaurant,White Spot,Q7995414,burger,White Spot,White Spot,Surrey,23
527,527,49.1905117,-122.9504389,2019-09-23T20:20:53.000-07:00,restaurant,Nando's,Q3472954,chicken;portuguese,Nando's,Nando's,New Westminster,28
528,528,49.1903259,-122.9491728,2019-09-23T20:20:53.000-07:00,fast_food,A&W,Q2818848,burger,A&W,A&W,New Westminster,28
529,529,49.1736004,-123.1475891,2020-04-17T20:36:04.000-07:00,restaurant,Freshii,Q5503051,salad,Freshii,Freshii,Richmond,26
530,530,49.2874193,-123.1145811,2019-11-11T23:55:54.000-08:00,cafe,Tim Hortons,Q175106,coffee_shop,Tim Hortons,Tim Hortons,Vancouver,0
531,531,49.027368,-123.0689767,2019-08-18T11:22:44.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Delta,54
532,532,49.284888,-123.1180639,2019-08-29T17:32:53.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Vancouver,0
533,533,49.2824438,-123.122325,2019-08-29T17:57:11.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Vancouver,0
534,534,49.2761557,-123.1281645,2019-09-18T23:00:49.000-07:00,restaurant,White Spot,Q7995414,burger,White Spot,White Spot,Vancouver,0
535,535,49.2642237,-123.0137679,2019-11-06T17:31:11.000-08:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Burnaby,17
536,536,49.2324709,-123.0240186,2020-02-29T00:28:17.000-08:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Vancouver,9
537,537,49.2283742,-122.8481876,2019-11-20T11:48:37.000-08:00,fast_food,Wendy's,Q550258,burger,Wendy's,Wendy's,Coquitlam,2
538,538,49.2655577,-123.1199868,2019-08-29T18:18:41.000-07:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,Vancouver,0
539,539,49.2778449,-123.1276301,2020-01-18T19:47:45.000-08:00,restaurant,Nando's,Q3472954,chicken;portuguese,Nando's,Nando's,Vancouver,0
540,540,49.2779076,-123.1277317,2019-08-29T17:59:17.000-07:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,Vancouver,0
541,541,49.2709784,-123.087674,2019-08-02T02:24:13.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Vancouver,0
542,542,49.2721608,-123.0977203,2020-06-11T20:24:10.000-07:00,cafe,Tim Hortons,Q175106,coffee_shop,Tim Hortons,Tim Hortons,Vancouver,0
